ENTREZ	ASC1	ASC2	END	exCA1	exCA3	exDG	exPFC1	exPFC2	GABA1	GABA2	MG	NSC	ODC1	OPC	OPC2
1	0.7101021069799841	-0.2928980038685664	-1.4269951523814242	0.6353107838774028	-0.31717503404493846	-0.0353056317075666	-0.7327056187499826	-0.877279796653757	-1.0183457203022739	1.3295246710548199	1.8914349392375704	0.4495744441625528	-1.679678307461919	-1.525760796162575	-0.4145881054586494
100	1.6470812323000792	-1.6234831203582225	0.6182316443450449	1.0771244282193866	1.0729624903805486	-1.9271332868636757	-1.2286040527347164	-0.6352819213916373	-1.8627955100284346	-1.26135565772745	-1.3243815946890114	-0.35185725288127256	2.396457946264499	-0.732651139202982	1.4770090477458728
1000	0.8964706792496349	0.7426093650199894	0.08375398327232855	0.11657724638480782	-0.43681242925565966	0.143571071059138	0.08912705349802184	-0.08457716189092086	-0.4475088934175711	0.013562866339236954	-0.6976815897466013	1.2438333534462724	-0.12327172448149389	1.3342822458471564	-0.19917721500987653
10000	0.23744461437359876	0.00458071123245937	0.24022290882771813	0.8206367080445728	0.7636005085417014	1.1181365661862386	0.9912642946681497	0.9182722186862238	0.33878541188325223	0.010149557765555463	-0.3063281098503403	-0.11507355690874121	-0.20027673892088663	0.4031937395258515	-0.043395494522413015
10001	0.49833823287894297	-0.015539062030483455	0.40889679498481424	-0.22618839697585683	0.14103058688211598	0.2138578945108206	0.9487080896754072	1.2083920986986478	0.7619185085443495	-0.26376722013715087	0.5456527463551829	-0.20523172231231837	-0.24373156224576872	0.7621051044652062	0.03063257566957575
10003	-0.9116080923542694	-1.2123370090009198	-0.7965060546484233	0.5319799827167708	0.4997624298942092	0.61023149291653	1.046195386008999	1.1626871365271407	1.406915365401022	0.972069054172741	-0.4774431484172092	-0.6424767769834074	0.4114580353073823	1.6633034816614474	-0.4413621509453516
10004	-1.7935668749955394	-1.6234831203582225	1.9655327784822028	-1.8174005890654725	-0.5912971459527864	-0.5795703600496408	-2.268630377939303	-0.5535972378732239	-1.8627955100284346	1.3321376406755254	-1.3243815946890114	0.9050314175119519	0.6003071383160413	-1.525760796162575	-1.6039986637686054
10005	0.5255757202993538	-0.6487766858643137	-0.7216663694486002	0.8287131665776115	0.16411182491925164	0.09850931289144876	0.19130425267853318	0.7028119780984978	0.5163173312837691	0.5851039012690452	0.16871412822139187	0.1670949373529658	1.0995343864103357	0.7895338680961251	0.3743924365755897
10006	1.5409300509462167	1.385491433124361	0.012092454342206141	0.9113359519212946	0.21257153930137618	1.0168383644583596	-0.7045654696280127	-0.49952749950312714	-0.3084973923050136	1.020459914025041	0.0035038961557538675	-0.28771273727493807	-0.5290850488021365	0.6352530573665859	-0.7175183446330278
10007	0.4216456969887824	0.45108572919319656	-0.055364510993648176	-0.531773054092532	-0.7452152451649294	-0.12218576596996963	0.21091817041515937	-0.16443640210295424	-0.39450769233650246	1.0511763925835818	0.9482331928831055	0.9842294897623112	0.09868982331881207	0.966848029753934	0.08732369742563294
10008	-1.224031798433195	-0.2531801624914887	1.5227191393886823	-1.1478290833975504	-0.5656024838067141	0.18125137138511663	-1.0159350589085556	-1.8235071853033327	-1.0057549412867668	-0.7959816317382141	1.962731169356476	-1.4326441633961682	-0.24817520048394912	-1.525760796162575	-1.6039986637686054
10009	0.1285225974151107	-0.17760036825446704	-0.391656250277294	1.0884234843313019	-0.45725942192585384	0.39800521218720647	-0.4081367461601922	-0.027353835757441994	-0.2539221749895996	0.3925667117195246	-0.5738147151044433	1.390536976623481	0.11983334836169658	1.3021598411034498	-0.49062439190245444
1001	-1.2164677376721695	-0.8141137979738405	-0.2614694606079764	-0.4562624916458836	-0.25596343175433084	1.3674252725633331	-0.16010757927482316	1.4347446562757482	0.4805188045564183	1.4166478021532194	-1.3243815946890114	-1.4326441633961682	-0.2298757337266564	1.9972631619570327	0.3465958813837282
10010	1.3404726509915117	0.6348712366855005	0.5269088649141088	-0.4989484790929379	-0.1724929269485934	-0.5226905391798624	-0.6256688374857778	0.4134784601003711	0.33023665108243816	-0.5759618575313077	0.833582786312202	0.4337205574289847	-0.497321567965576	0.6125550725682127	1.0430953944772037
100101267	-0.3315648584603835	-0.2479899516276593	-0.27451638188752614	1.1520045791851745	0.37169632393489616	0.4940716850989791	0.9909707339276052	0.5824115061659814	1.0277434625937463	0.33650334620260425	-0.06266176794705691	0.31055306351191964	1.1048103046625082	-0.4798504124249538	-0.10067565158016738
100101467	-0.0920130286783435	-0.03458665237995534	-0.24420388668646173	0.06030410844069888	0.2682337199197325	0.9700541677809821	-0.214960766333654	-0.10984676007288927	-0.4403723067931291	-0.3855913496733249	0.9578543652574295	-0.578365061413856	1.1989607357266192	-0.1217420936107184	1.6647725208287816
10011	-0.07020513716232793	-0.20210981765685354	0.18375993742787855	0.9666092083184924	1.2293685958859197	-0.0747078225140103	0.2581914746594626	0.27742643970278913	0.8460579372618103	0.8014183524330506	0.21042839424792484	0.6313577080892108	-0.4522792891345499	0.5265454511778914	-0.6300442771645497
100113407	1.2274585827185573	0.31736394156282544	-0.24124093367155183	1.0631121028578476	1.127923668588667	1.7087255902159932	0.36151385381254375	1.1400316356968514	0.47649032738102803	0.10826162671791649	-1.3243815946890114	-0.4498727739131088	-0.2766229280051801	-0.8063292397555121	-0.17796536125110488
100125288	-0.15356068041988924	-0.38037213122061564	-0.5915666484298434	1.41811928787013	1.698756586465303	1.7064099688753775	1.3497947157786534	0.8089689882496116	1.4606322809730352	0.6054776232327805	-0.3556818311561135	-1.4326441633961682	-0.8106157744426448	-0.9211269312883862	-0.7734960002870868
100128071	-0.9583308667509325	0.760478508106295	0.12914634720233625	0.02757748395993891	-0.19478151247617462	-0.04537342830043953	-0.6344318121176095	-0.44113152231725744	0.7210083128936284	-0.20926537790030533	1.3695597452114134	-0.211477597522951	1.3136082505011433	-0.25626063936884214	1.0396969407272008
100128731	-0.2870901616933689	1.1792894704679118	1.355767808112492	0.05868452853054545	-0.5323939083239347	-0.47206791314329366	-0.5390292023004042	-0.7506533759313884	-0.6969876538549604	-0.5280522187349254	0.3138696111425366	0.4066240558093327	0.9842422497714656	0.43161446418551797	0.270841645742147
100128927	-1.7935668749955394	-1.6234831203582225	2.0594265849280466	-1.8174005890654725	-1.8206889729168447	-0.4969150459452888	-2.268630377939303	-1.8235071853033327	0.009071697298328428	-1.8457561560743285	-1.3243815946890114	1.5338472699973265	-1.679678307461919	-1.525760796162575	-1.6039986637686054
100129543	1.2067373147573914	1.4370299839483134	-1.4269951523814242	0.7932720788569604	0.8820659402972741	0.7073310779534537	-0.7871355467771324	-1.2581574318043651	0.19221909508994692	-0.6760692113102061	-1.3243815946890114	0.8057607816634016	0.9422480779585591	1.0508185517165125	0.47488110285415147
100129654	-1.7935668749955394	1.0378482899583943	-1.4269951523814242	-1.8174005890654725	-0.13395826826748494	-1.9271332868636757	-2.268630377939303	-1.8235071853033327	-1.8627955100284346	0.86105564663188106	-1.3243815946890114	2.1977347164326755	-1.679678307461919	-1.525760796162575	0.48415111166442154
100129792	-0.12218576596996963	-0.22600411125829545	-0.4875420498005244	-1.2022846534658767	-1.1282630840607093	0.29514884516848633	-1.0796949207778352	-0.5515045493268551	-0.9606079712276269	0.5853170868949066	-0.37103787880044203	1.1903029165751886	2.065099643412857	1.0228353023993828	1.2847841912138651
100129842	-0.09038957488235048	-0.23412004161030164	-1.4269951523814242	0.9588996767217631	1.4727448928283644	0.8191283291413066	0.5662349785514301	0.7828310945658506	-0.4500915866288759	-0.29177314015090383	0.7967583339959832	-0.5536790916922089	-0.09381715088624372	0.9605599906450442	0.6760692113102061
10013	0.917612362822921	0.6134806861873223	0.19382730272518842	-0.3117016065924019	-0.10446788766942197	0.1854530170269159	0.40872252791694363	0.7276362606006846	-0.11151464159946173	0.5738427100763489	0.3683443494079515	0.30452225942597594	0.6165191204483492	-0.4699967458352837	0.7761637849139487
100130519	2.1792837997437218	-1.6234831203582225	-1.4269951523814242	-1.8174005890654725	0.45108572919319656	-0.8895120253386408	0.6126136025947955	0.9095440234863442	1.7307934787837906	-0.7556898471725204	-1.3243815946890114	1.530359430490205	-1.679678307461919	-1.525760796162575	0.025241412531237847
100130742	0.9746654358589523	1.4166478021532194	-1.4269951523814242	-0.7308273414473903	-0.7614383329783189	-0.8131133476466381	-0.8757222924484184	-1.3038594553292902	-0.2994671515102459	-1.3051416097783588	0.5575779505698202	1.1630044181905983	1.584159102240425	0.2778567320314581	1.788208991902012
100130890	1.4987438784677332	0.7640814768218503	-0.2255350372339056	-0.1902066530202244	-1.3187337666801446	-0.21275528274770272	-0.6839919948862709	-0.4391523952806571	-0.7703502434628892	-0.6269802083410431	0.14996968769946187	1.2623582832323048	1.5093206683187974	0.5535668831108291	0.22103127550140556
100130958	0.93415846269824665	0.2987157427166061	-1.4269951523814242	0.22508279765844194	-0.04537342830043953	-0.7068697679407523	-0.34030776904557103	-1.2366470264655853	0.06768426079321771	2.402852740663767	-1.3243815946890114	-1.4326441633961682	-0.01050884714649308	1.8230176095024422	-0.7972151799892564
100131187	-0.9094328552551691	-0.6117469793415476	-0.8091634300097892	0.6558879367605696	0.3832704086448062	0.5297050177901801	0.1949645910381561	0.08106211563946593	-0.8550852737030217	0.18380850899097487	0.937582941239485	1.5131933345276853	-0.5026138714977109	0.6028314860903924	-0.4817288669418241
100131378	-1.7935668749955394	-1.6234831203582225	3.9704618619869905	-1.8174005890654725	-1.8206889729168447	-1.9271332868636757	-2.268630377939303	-1.8235071853033327	-1.8627955100284346	-1.8457561560743285	-1.3243815946890114	-1.4326441633961682	-1.679678307461919	-1.525760796162575	-1.6039986637686054
100131390	-1.7935668749955394	-1.6234831203582225	-1.4269951523814242	-1.8174005890654725	-1.8206889729168447	-1.9271332868636757	-1.223651931103774	-1.8235071853033327	2.810606720904109	2.6420181273547163	-1.3243815946890114	-1.4326441633961682	0.22784731495034835	-1.525760796162575	-0.299279283476219
100131755	0.1931340984048927	0.1936831779698617	-0.27993512710737906	-0.21790304041124722	0.10446788766942183	-0.02398358578125147	0.2721462986454357	0.12476964912543421	1.41811928787013	0.7156605981691908	0.4458592427408118	-0.012178870795370644	0.26283736426200965	0.7427918955056036	0.6796857604229439
100131801	-0.21532844831875347	-0.1375842390539724	1.4495035276911217	-0.8143640378882404	-0.9140604015953762	-0.21091817041515937	-0.0784912453143174	0.10054385652805231	0.3755487459009405	0.23725984735938527	0.014285571745407493	0.41131454041723814	0.6749408529552544	0.3242909550990328	-0.22305657889994185
100131827	1.2056219079141643	0.9706294475054641	-1.4269951523814242	-0.7776212706197511	-0.036024629286228814	-0.21900687833612248	-0.3582557525446449	-0.9903602544455433	-0.15919788366392337	0.1352271552717619	0.14524665762533054	1.0090410898658186	1.2247920634383658	1.128558636810898	0.8988895765089723
100131897	1.2198629288199279	0.2044938366799085	-1.4269951523814242	-1.8174005890654725	-1.8206889729168447	1.6092223888431987	-0.4141966251140821	0.5032960340643415	-0.8649659560776831	-0.856639817574503	-1.3243815946890114	-1.4326441633961682	0.49143499381061406	2.399616840517628	-0.15428778354950604
100132074	-0.6274175715605739	-1.6234831203582225	-1.4269951523814242	1.103158281204494	1.5904907155159669	1.054616018625887	0.16921195468831052	-0.727051168882824	-1.8627955100284346	1.6676519661977556	-1.3243815946890114	1.3577308455942079	0.9769788590112362	0.3861042266679967	-0.2470638348522118
100132247	0.7566461905408707	0.8327717246992862	0.5914595560061681	0.6864908824369906	1.09167741052433	1.0440243385073829	-0.20046001641239664	-0.8717501764793513	-0.37497052856890833	-0.45865588846825184	0.6084826894699404	-0.6540097478286678	0.4871829193769809	-0.2728188423209657	0.8980826935963897
100132406	2.562529175801368	2.0666171331096317	-0.5599443782362319	-0.7842005209745666	-0.8424662608605641	-0.35978850084437497	-1.0177425004715484	-0.953767422409747	-0.9769788590112362	-1.0138305628610231	0.24509880482925933	-0.37856738788879263	-0.3399271059470036	0.21764296823002735	-0.5400681066494358
